Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem
Blackfingers Apron,faint conjuration and transmutation,5,armor,"5,240 gp",15 lbs.,"This +1 bitterUE leather armor looks much like a blacksmith's apron or an alchemist's smock, and has many small pockets suitable for holding extracts, potions, or poisons. Once per day, the wearer can use negate aromaAPG (lasting 1 hour). This effect suspends the armor's bitter special ability if used on the wearer. Once per day, the wearer can pull a tanglefoot bag from one of the apron's pockets, although the bag crumbles into dust if it is not used within 1 minute.","Craft Magic Arms and Armor, negate aromaAPG , stinking cloud, web","2,700 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Blackfingers Apron</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint conjuration and transmutation; <b>CL </b>5th</h5><h5><b>Slot </b>armor; <b>Price </b>5,240 gp; <b>Weight </b>15 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1</i> <i>bitter</i><sup>UE</sup> <i>leather armor</i> looks much like a blacksmith's apron or an alchemist's smock, and has many small pockets suitable for holding extracts, potions, or poisons. Once per day, the wearer can use <i>negate</i> aroma<sup>APG</sup> (lasting 1 hour).</p><p>This effect suspends the armor's <i>bitter</i> special ability if used on the wearer. Once per day, the wearer can pull a tanglefoot bag from one of the apron's pockets, although the bag crumbles into dust if it is not used within 1 minute.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>negate aroma<sup>APG</sup></i> , <i>stinking cloud</i>, <i>web</i>; <b>Cost </b>2,700 gp</h5></div>",,0,0,0,1,0,0,0,0,1,faint,15,5240,2700,,+1 bitter leather armor,NULL,3228,0,0,0,0,,0
Bronze Whisperer's Shield,faint evocation and transmutation,3,shield,"4,279 gp",6 lbs.,"This +1 light steel shield is decorated with bronze gears and vaguely resembles a feminine metal mask with a rune on its forehead. As a standard action, the wearer can command it to noisily transform into a buckler or back into its light shield form. Once per day, the wearer can use it to deliver a shocking grasp.","Craft Magic Arms and Armor, minor creation, shocking grasp","2,219 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Bronze Whisperer's Shield</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint evocation and transmutation; <b>CL </b>3rd</h5><h5><b>Slot </b>shield; <b>Price </b>4,279 gp; <b>Weight </b>6 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 light steel shield</i> is decorated with bronze gears and vaguely resembles a feminine metal mask with a rune on its forehead. As a standard action, the wearer can command it to noisily transform into a buckler or back into its light shield form.</p><p>Once per day, the wearer can use it to deliver a <i>shocking grasp</i>.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>minor creation</i>, <i>shocking grasp</i>; <b>Cost </b>2,219 gp</h5></div>",,0,0,0,0,0,0,1,0,1,faint,6,4279,2219,,+1 light steel shield,NULL,3229,0,0,0,0,,0
Calamitous Mail,faint evocation,3,armor,"3,750 gp",25 lbs.,"This style of +1 chain shirt is decorated with small agates, and was first created by followers of the halfling goddess of mischief and battle. The wearer gains a +1 luck bonus on all saving throws.","Craft Magic Arms and Armor, divine favor","2,000 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Calamitous Mail</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint evocation; <b>CL </b>3rd</h5><h5><b>Slot </b>armor; <b>Price </b>3,750 gp; <b>Weight </b>25 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This style of <i>+1 chain shirt</i> is decorated with small agates, and was first created by followers of the halfling goddess of mischief and battle. The wearer gains a +1 luck bonus on all saving throws.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>divine favor</i>; <b>Cost </b>2,000 gp</h5></div>",,0,0,0,0,0,0,1,0,0,faint,25,3750,2000,,1 chain shirt,NULL,3230,0,0,0,0,,0
Dawnflower Chain Vest,strong conjuration and evocation,12,armor,"6,950 gp",25 lbs.,"This red-and-gold +1 spell storing chain shirt is designed to be worn over or between multiple layers of clothing such as garments suited for desert-traveling. At will, the wearer can use light and stabilize. Members of Sarenrae's church often store a cure spell in the armor, allowing the wearer to strike an undead creature with positive energy or heal an ally.","Craft Magic Arms and Armor, light, stabilize, creator must be a caster of at least 12th level","3,600 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dawnflower Chain Vest</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong conjuration and evocation; <b>CL </b>12th</h5><h5><b>Slot </b>armor; <b>Price </b>6,950 gp; <b>Weight </b>25 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This red-and-gold <i>+1 spell storing chain shirt</i> is designed to be worn over or between multiple layers of clothing such as garments suited for desert-traveling. At will, the wearer can use <i>light</i> and <i>stabilize</i>.</p><p>Members of Sarenrae's church often store a cure spell in the armor, allowing the wearer to strike an undead creature with positive energy or heal an ally.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>light</i>, <i>stabilize</i>, creator must be a caster of at least 12th level; <b>Cost </b>3,600 gp</h5></div>",,0,0,0,1,0,0,1,0,0,strong,25,6950,3600,,+1 spell storing chain shirt,NULL,3231,0,0,0,0,,0
Deadeye Leather,faint divination and illusion,5,armor,"5,425 gp",20 lbs.,"This mottled green-and-brown +1 shadow studded leather has the symbol of Erastil burned into the shoulder. Once per day as a standard action, the wearer can prepare a perfectly aimed shot; as long as the wearer's next attack roll is made before the end of the next round, this attack ignores the target's miss chance and AC bonus from cover and concealment (but not total concealment).","Craft Magic Arms and Armor, invisibility, silence, true strike","2,800 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Deadeye Leather</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint divination and illusion; <b>CL </b>5th</h5><h5><b>Slot </b>armor; <b>Price </b>5,425 gp; <b>Weight </b>20 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This mottled green-and-brown <i>+1 shadow studded leather</i> has the symbol of Erastil burned into the shoulder. Once per day as a standard action, the wearer can prepare a perfectly aimed shot; as long as the wearer's next attack roll is made before the end of the next round, this attack ignores the target's miss chance and AC bonus from cover and concealment (but not total concealment).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>invisibility</i>, <i>silence</i>, <i>true strike</i>; <b>Cost </b>2,800 gp</h5></div>",,0,0,0,0,1,0,0,0,0,faint,20,5425,2800,,+1 shadow studded leather,NULL,3232,0,0,1,0,,0
Driftwood Shield,faint divination and transmutation,3,shield,"2,527 gp",10 lbs.,"This +1 heavy wooden shield looks like it is made from pieces of driftwood lashed together with seaweed. The bearer may use know direction at will. Once p er day when s truck by a melee attack, the bearer of a driftwood shield can use warp wood as an immediate action, affecting one Small or smaller wooden object wielded, held, or carried by the opponent who attacked her.","Craft Magic Arms and Armor, know direction, warp wood","1,342 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Driftwood Shield</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint divination and transmutation; <b>CL </b>3rd</h5><h5><b>Slot </b>shield; <b>Price </b>2,527 gp; <b>Weight </b>10 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 heavy wooden shield</i> looks like it is made from pieces of driftwood lashed together with seaweed. The bearer may use <i>know direction</i> at will. Once p er day when s truck by a melee attack, the bearer of a <i>driftwood shield</i> can use <i>warp wood</i> as an immediate action, affecting one Small or smaller wooden object wielded, held, or carried by the opponent who attacked her.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>know direction</i>, <i>warp wood</i>; <b>Cost </b>1,342 gp</h5></div>",,0,0,0,0,1,0,0,0,1,faint,10,2527,1342,,+1 heavy wooden shield,NULL,3233,0,0,0,0,,0
Eternal Iron Breastplate,moderate enchantment and conjuration,7,armor,"4,890 gp",30 lbs.,"This +1 stanchingUE breastplate is battle-scarred but polished with great care, and has a small sword-and-mountain symbol of Gorum hammered just below the gorget. Once per day, the wearer can use compel hostilityUC; if an adjacent ally is reduced to negative hit points or killed, the wearer may activate this as an immediate action instead of a standard action.","Craft Magic Arms and Armor, compel hostilityUC, stabilize, either cure critical wounds or lesser restoration","2,620 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Eternal Iron Breastplate</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate enchantment and conjuration; <b>CL </b>7th</h5><h5><b>Slot </b>armor; <b>Price </b>4,890 gp; <b>Weight </b>30 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1</i> stanching<sup>UE</sup> <i>breastplate</i> is battle-scarred but polished with great care, and has a small sword-and-mountain symbol of Gorum hammered just below the gorget. Once per day, the wearer can use <i>compel</i> hostility<sup>UC</sup>; if an adjacent ally is reduced to negative hit points or killed, the wearer may activate this as an immediate action instead of a standard action.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>compel hostility<sup>UC</sup></i>, <i>stabilize</i>, <i>either cure critical wounds or lesser restoration</i>; <b>Cost </b>2,620 gp</h5></div>",,0,0,0,1,0,1,0,0,0,moderate,30,4890,2620,,+1 stanching breastplate,NULL,3234,0,0,0,0,,0
Fangtide Scale Mail,"moderate enchantment, evocation, and illusion",10,armor,"4,890 gp",30 lbs.,"This +1 glamered scale mail is decorated with fangs and is usually made from the hide of a reptilian beast such as a basilisk. The wearer can use burst bondsAPG and wrathAPG each once per day; as a fullround action, the wearer can activate both of these abilities at the same time.","Craft Magic Arms and Armor, burst bondsAPG , disguise self, wrathAPG","2,590 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Fangtide Scale Mail</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate enchantment, evocation, and illusion; <b>CL </b>10th</h5><h5><b>Slot </b>armor; <b>Price </b>4,890 gp; <b>Weight </b>30 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 glamered scale mail</i> is decorated with fangs and is usually made from the hide of a reptilian beast such as a basilisk.</p><p>The wearer can use <i>burst</i> bonds<sup>APG</sup> and wrath<sup>APG</sup> each once per day; as a fullround action, the wearer can activate both of these abilities at the same time.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>burst bonds<sup>APG</sup></i> , <i>disguise self</i>, <i>wrath<sup>APG</sup></i>; <b>Cost </b>2,590 gp</h5></div>",,0,0,0,0,0,1,1,0,0,moderate,30,4890,2590,,+1 glamered scale mail,NULL,3235,0,0,1,0,,0
Forgefather's Half-Plate,"faint abjuration, divination, evocation, and transmutation",3,armor,"4,180 gp",50 lbs.,"This +1 half-plate is usually sized for a dwarf and decorated with one or more sacred hammer symbols of Torag. Once per day, the wearer may use mending, protection from evil, and sparkAPG . Once per day as a full-round action, the wearer can attempt a Knowledge check (with a +10 bonus) to identify a creature he is currently in combat with, even if he possesses no ranks in the appropriate Knowledge skill.","Craft Magic Arms and Armor, know the enemyUM, mending, protection from evil, sparkAPG","2,465 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Forgefather's Half-Plate</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint abjuration, divination, evocation, and transmutation; <b>CL </b>3rd</h5><h5><b>Slot </b>armor; <b>Price </b>4,180 gp; <b>Weight </b>50 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This <i>+1 half-plate</i> is usually sized for a dwarf and decorated with one or more sacred hammer symbols of Torag. Once per day, the wearer may use <i>mending</i>, <i>protection from evil</i>, and spark<sup>APG</sup> .</p><p>Once per day as a full-round action, the wearer can attempt a Knowledge check (with a +10 bonus) to identify a creature he is currently in combat with, even if he possesses no ranks in the appropriate Knowledge skill.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>know the enemy<sup>UM</sup></i>, <i>mending</i>, <i>protection from evil</i>, <i>spark<sup>APG</sup></i>; <b>Cost </b>2,465 gp</h5></div>",,0,0,1,0,1,0,1,0,1,faint,50,4180,2465,,+1 half-plate,NULL,3236,0,0,0,0,,0
Golden Judge's Breastplate,"faint abjuration, enchantment, and transmutation",3,armor,"5,110 gp",30 lbs.,"This gold-colored +1 breastplate has a large, ornate symbol of a vault key on one side of the chest. The wearer gains a +4 competence bonus on Sense Motive checks. The wearer can use command and peacebondUC each once per day.","Craft Magic Arms and Armor, command, owl's wisdom, peacebondUC","2,730 gp",Armor,Inner Sea Gods,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Golden Judge's Breastplate</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint abjuration, enchantment, and transmutation; <b>CL </b>3rd</h5><h5><b>Slot </b>armor; <b>Price </b>5,110 gp; <b>Weight </b>30 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This gold-colored <i>+1 breastplate</i> has a large, ornate symbol of a vault key on one side of the chest. The wearer gains a +4 competence bonus on Sense Motive checks. The wearer can use <i>command</i> and peacebond<sup>UC</sup> each once per day.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Magic Arms and Armor, <i>command</i>, <i>owl's wisdom</i>, <i>peacebond<sup>UC</sup></i>; <b>Cost </b>2,730 gp</h5></div>",,0,0,1,0,0,1,0,0,1,faint,30,5110,2730,,+1 breastplate,NULL,3237,0,0,0,0,,0
